Rk,Player,Ht.,From,To,Age,G,GS,Ht..1,Wt.,BMI,Pos,Team,Player-additional
5914,Ron Widby,6-4,1968,1973,23-28,81,0.0,6-4,210.0,25.6,P,DALGNB,WidbRo20
5915,Doug Widell,6-4,1989,1997,23-31,139,126.0,6-4,289.0,35.2,LG,DENDETGNBIND,WideDo20
5916,Kyle Wilber,6-4,2012,2021,23-32,135,17.0,6-4,240.0,29.2,LB,DALLVROAK,WilbKy00
5917,Ray Wilborn,6-4,2022,2022,25,2,0.0,6-4,224.0,27.3,LB,DEN,WilbRa00
5918,Steve Wilburn,6-4,1987,1987,26,3,3.0,6-4,266.0,32.4,DE,NWE,WilbSt20
5919,Mitchell Wilcox,6-4,2021,2023,25-27,48,9.0,6-4,250.0,30.4,TE,CIN,WilcMi01
5920,Marcellus Wiley,6-4,1997,2006,23-32,147,79.0,6-4,275.0,33.5,LDE,BUFDALJAXSDG,WileMa00
5921,Ernest Wilford,6-4,2004,2010,25-31,87,44.0,6-4,235.0,28.6,WR,JAXMIA,WilfEr00
5922,Matt Wilhelm,6-4,2003,2010,22-29,89,22.0,6-4,245.0,29.8,LB,GNBSDGSFO,WilhMa20
5923,Ben Wilkerson,6-4,2006,2008,24-26,32,0.0,6-4,300.0,36.5,C,ATLCIN,WilkBe20
5924,Christian Wilkins,6-4,2019,2023,24-28,81,77.0,6-4,310.0,37.7,LDE,MIA,WilkCh00
5925,Daryl Wilkerson,6-4,1981,1981,23,5,0.0,6-4,255.0,31.0,DE,BAL,WilkDa20
5926,David Wilkins,6-4,1992,1992,23,13,0.0,6-4,240.0,29.2,LB,SFO,WilkDa21
5927,Dan Wilkinson,6-4,1994,2006,21-33,195,182.0,6-4,340.0,41.4,RDT,CINDETMIAWAS,WilkDa22
5928,Muhammad Wilkerson,6-4,2011,2018,22-29,108,104.0,6-4,315.0,38.3,RDE,GNBNYJ,WilkMu00
5929,Reggie Wilkes,6-4,1978,1987,22-31,137,106.0,6-4,235.0,28.6,LOLB,ATLPHI,WilkRe20
5930,Willie Wilkin,6-4,1938,1946,22-30,74,45.0,6-4,261.0,31.8,LT,CHRWAS,WilkWi20
5931,Boo Williams,6-4,2001,2004,22-25,59,20.0,6-4,270.0,32.9,TE,NOR,WillBo00
5932,Bobbie Williams,6-4,2001,2012,25-36,163,136.0,6-4,345.0,42.0,RG,BALCINPHI,WillBo21
5933,Brooks Williams,6-4,1978,1983,24-29,78,6.0,6-4,226.0,27.5,TE,CHINORNWE,WillBr00
5934,Brandon Williams,6-4,2013,2017,26-30,59,11.0,6-4,255.0,31.0,TE,CARINDMIASEA,WillBr04
5935,Brayden Willis,6-4,2023,2023,24,7,0.0,6-4,240.0,29.2,TE,SFO,WillBr06
5936,Brent Williams,6-4,1986,1996,22-32,147,120.0,6-4,283.0,34.4,LDE,NWENYJSEA,WillBr20
5937,Corey Williams,6-4,2004,2012,24-32,126,74.0,6-4,320.0,38.9,RDT,CLEDETGNB,WillCo21
5938,Dan Williams,6-4,1993,2000,24-31,87,64.0,6-4,290.0,35.3,RDT,DENKAN,WillDa20
5939,Derrick Willies,6-4,2018,2020,24-26,6,0.0,6-4,207.0,25.2,WR,CLE,WillDe06
5940,Doug Williams,6-4,1978,1989,23-34,88,81.0,6-4,220.0,26.8,QB,TAMWAS,WillDo01
5941,Ed Williams,6-4,1984,1990,23-29,62,10.0,6-4,244.0,29.7,LB,NWE,WillEd20
5942,Eric Williams,6-4,1984,1993,22-31,121,105.0,6-4,282.0,34.3,LDT,DETWAS,WillEr21
5943,Ernie Williamson,6-4,1947,1949,25-27,23,3.0,6-4,245.0,29.8,LT,LADNYGWAS,WillEr24
5944,Fred Williams,6-4,1952,1965,23-36,168,141.0,6-4,249.0,30.3,LDT,CHIWAS,WillFr01
5945,Jamie Williams,6-4,1983,1994,23-34,160,84.0,6-4,240.0,29.2,TE,HOURAISFOSTL,WillJa00
5946,Jacquian Williams,6-4,2011,2014,23-26,51,22.0,6-4,225.0,27.4,LB,NYG,WillJa02
5947,Jedrick Wills Jr.,6-4,2020,2023,21-24,53,53.0,6-4,307.0,37.4,T,CLE,WillJe04
5948,Jeff Williams,6-4,1977,1982,22-27,56,42.0,6-4,256.0,31.2,RT,CHIRAMSDGWAS,WillJe21
5949,Jerrol Williams,6-4,1989,1996,22-29,85,35.0,6-4,245.0,29.8,LOLB,BALKANPITSDG,WillJe22
5950,Jordan Williams,6-4,2015,2017,22-24,2,0.0,6-4,272.0,33.1,DE,MIANYG,WillJo05
5951,Jordan Willis,6-4,2017,2022,22-27,69,2.0,6-4,270.0,32.9,LB,CINNYJSFO,WillJo09
5952,Joe Williams,6-4,1987,1987,22,3,0.0,6-4,237.0,28.8,LB,PIT,WillJo22
5953,Keith Williams,6-4,2012,2012,24,2,0.0,6-4,312.0,38.0,G,BUF,WillKe04
5954,Lamanzer Williams,6-4,1998,1998,24,2,0.0,6-4,276.0,33.6,DE,JAX,WillLa20
5955,Louis Williams,6-4,2002,2002,23,2,0.0,6-4,291.0,35.4,C,CAR,WillLo20
5956,Maxx Williams,6-4,2015,2022,21-28,83,45.0,6-4,252.0,30.7,TE,ARIBAL,WillMa04
5957,Maxie Williams,6-4,1965,1970,25-30,83,64.0,6-4,250.0,30.4,LT,HOUMIA,WillMa26
5958,Mike Williams,6-4,2017,2023,23-29,88,62.0,6-4,218.0,26.5,WR,LAC,WillMi07
5959,Mike Williams,6-4,1982,1984,23-25,14,1.0,6-4,249.0,30.3,TE,WAS,WillMi21
5960,Nick Williams,6-4,2014,2023,24-33,97,48.0,6-4,310.0,37.7,DL,CHIDETKANLACMIANYG,WillNi01
5961,Raequan Williams,6-4,2020,2021,23-24,7,1.0,6-4,305.0,37.1,DT,PHI,WillRa03
5962,Reggie Williams,6-4,2004,2008,21-25,79,53.0,6-4,233.0,28.4,WR,JAX,WillRe00
5963,Rodney Williams,6-4,2023,2023,25,13,0.0,6-4,235.0,28.6,TE,PIT,WillRo08
5964,Sam Williams,6-4,2022,2023,23-24,32,0.0,6-4,261.0,31.8,DE,DAL,WillSa00
5965,Tom Williams,6-4,1970,1971,22-23,27,15.0,6-4,250.0,30.4,LDT,SDG,WillTo22
5966,Tyrell Williams,6-4,2015,2021,23-29,70,50.0,6-4,210.0,25.6,WR,DETLACOAKSDG,WillTy00
5967,Tyrone Williams,6-4,1997,2001,25-29,31,0.0,6-4,292.0,35.5,DE,CHIKANPHIWAS,WillTy21
5968,Jeff Wilner,6-4,1994,1995,23-24,13,1.0,6-4,245.0,29.8,TE,GNB,WilnJe20
5969,C.J. Wilson,6-4,2010,2016,23-29,84,20.0,6-4,271.0,33.0,RDE,CHIDETGNBOAK,WilsC.98
5970,Caleb Wilson,6-4,2020,2020,24,5,0.0,6-4,240.0,29.2,TE,PHI,WilsCa00
5971,Chris Wilson,6-4,2007,2012,25-30,80,0.0,6-4,240.0,29.2,DE,WAS,WilsCh99
5972,E.J. Wilson,6-4,2010,2010,23,2,0.0,6-4,236.0,28.7,DE,SEA,WilsE.99
5973,Earl Wilson,6-4,1985,1987,27-29,33,16.0,6-4,276.0,33.6,DE,SDG,WilsEa20
5974,Marquess Wilson,6-4,2013,2016,21-24,31,14.0,6-4,206.0,25.1,WR,CHI,WilsMa02
5975,Steve Wilson,6-4,1976,1985,22-31,125,104.0,6-4,265.0,32.3,C,TAM,WilsSt22
5976,Troy Wilson,6-4,1993,2001,23-31,61,4.0,6-4,257.0,31.3,DE,CHIDENNORSFO,WilsTr21
5977,Jason Wiltz,6-4,1999,2000,23-24,27,2.0,6-4,300.0,36.5,DT,NYJ,WiltJa20
5978,Derek Wimberly,6-4,1987,1987,23,3,3.0,6-4,270.0,32.9,DE,MIA,WimbDe20
5979,Kamerion Wimbley,6-4,2006,2014,23-31,140,123.0,6-4,258.0,31.4,RLB,CLEOAKTEN,WimbKa20
5980,Bill Windauer,6-4,1973,1976,24-27,18,5.0,6-4,250.0,30.4,DE,ATLBALNYG,WindBi20
5981,Bob Windsor,6-4,1967,1975,25-33,117,67.0,6-4,220.0,26.8,TE,NWESFO,WindBo00
5982,Perrion Winfrey,6-4,2022,2023,22-23,14,0.0,6-4,292.0,35.5,DT,CLENYJ,WinfPe00
5983,Bob Winkel,6-4,1979,1980,24-25,31,0.0,6-4,253.0,30.8,DT,NYJ,WinkBo20
5984,Dean Wink,6-4,1967,1968,23-24,12,1.0,6-4,246.0,29.9,DE,PHI,WinkDe20
5985,Billy Winn,6-4,2012,2020,23-31,74,23.0,6-4,300.0,36.5,DT,CLEDENGNBIND,WinnBi00
5986,Bryant Winn,6-4,1987,1987,26,3,3.0,6-4,231.0,28.1,LB,DEN,WinnBr20
5987,George Winslow,6-4,1987,1989,24-26,10,0.0,6-4,205.0,25.0,P,CLENOR,WinsGe20
5988,Jameis Winston,6-4,2015,2023,21-29,93,80.0,6-4,231.0,28.1,QB,NORTAM,WinsJa00
5989,Kellen Winslow,6-4,2004,2013,21-30,105,83.0,6-4,240.0,29.2,TE,CLENWENYJTAM,WinsKe01
5990,Brian Winters,6-4,2013,2021,22-30,107,88.0,6-4,320.0,38.9,RG,ARIBUFNYJ,WintBr00
5991,Richard Winther,6-4,1971,1972,24-25,16,0.0,6-4,261.0,31.8,C,GNBNOR,WintRi20
5992,Steven Wirtel,6-4,2021,2021,24,9,0.0,6-4,235.0,28.6,LS,GNB,WirtSt01
5993,Terrence Wisdom,6-4,1995,1995,24,5,0.0,6-4,300.0,36.5,G,NYJ,WisdTe20
5994,Steve Wisniewski,6-4,1989,2001,22-34,206,206.0,6-4,305.0,37.1,LG,OAKRAI,WisnSt00
5995,Grant Wistrom,6-4,1998,2006,22-30,132,118.0,6-4,272.0,33.1,RDE,SEASTL,WistGr20
5996,John Wojciechowski,6-4,1987,1993,24-30,92,39.0,6-4,272.0,33.1,G,CHI,WojcJo20
5997,Floyd Womack,6-4,2001,2010,23-32,120,71.0,6-4,328.0,39.9,G,CLESEA,WomaFl20
5998,Al Woods,6-4,2010,2023,23-36,161,78.0,6-4,309.0,37.6,DL,INDNYJPITSEATAMTEN,WoodAl99
5999,Colby Wooden,6-4,2023,2023,23,17,0.0,6-4,273.0,33.2,DL,GNB,WoodCo01
6000,Eric Wood,6-4,2009,2017,23-31,120,120.0,6-4,310.0,37.7,RG,BUF,WoodEr20
6001,Glenn Woods,6-4,1969,1969,23,7,0.0,6-4,250.0,30.4,DE,HOU,WoodGl20
6002,Tony Woods,6-4,1987,1996,22-31,147,125.0,6-4,282.0,34.3,LDE,RAMSEAWAS,WoodTo20
6003,Riq Woolen,6-4,2022,2023,23-24,33,32.0,6-4,210.0,25.6,CB,SEA,WoolTa00
6004,Ron Wooten,6-4,1982,1988,23-29,98,96.0,6-4,274.0,33.3,RG,NWE,WootRo20
6005,Tony Wragge,6-4,2002,2011,23-32,82,23.0,6-4,310.0,37.7,G,ARISFOSTL,WragTo20
6006,Ernie Wright,6-4,1960,1972,21-33,174,153.0,6-4,270.0,32.9,LT,CINLACSDG,WrigEr01
6007,K.J. Wright,6-4,2011,2021,22-32,161,148.0,6-4,246.0,29.9,RLB,LVRSEA,WrigK.00
6008,Mike Wright,6-4,2005,2011,23-29,81,22.0,6-4,295.0,35.9,DT,NWE,WrigMi20
6009,Nahshon Wright,6-4,2021,2023,23-25,32,3.0,6-4,185.0,22.5,DB,DAL,WrigNa00
6010,Tim Wright,6-4,2013,2015,23-25,41,11.0,6-4,245.0,29.8,TE,DETNWETAM,WrigTi01
6011,Willie Wright,6-4,1992,1992,24,9,0.0,6-4,239.0,29.1,TE,PHO,WrigWi20
6012,Sam Wyche,6-4,1968,1976,23-31,47,9.0,6-4,218.0,26.5,QB,CINDETSTLWAS,WychSa00
6013,Frank Wydo,6-4,1947,1957,23-33,132,112.0,6-4,225.0,27.4,RT,PHIPIT,WydoFr20
6014,Harry Wynne,6-4,1944,1945,24-25,15,1.0,6-4,203.0,24.7,,BOSNYG,WynnHa20
6015,Jonathan Wynn,6-4,2019,2019,24,1,0.0,6-4,260.0,31.6,DE,DET,WynnJo00
6016,Will Wynn,6-4,1973,1977,24-28,55,49.0,6-4,245.0,29.8,RDE,PHIWAS,WynnWi20
6017,Oshane Ximines,6-4,2019,2023,23-27,48,9.0,6-4,255.0,31.0,LB,NYG,XimiOs00
6018,Ray Yakavonis,6-4,1981,1983,24-26,21,0.0,6-4,250.0,30.4,NT,KANMIN,YakaRa20
6019,T.J. Yates,6-4,2011,2017,24-30,22,10.0,6-4,215.0,26.2,QB,ATLHOUMIA,YateT.00
6020,James Yeats,6-4,1960,1960,24,1,0.0,6-4,245.0,29.8,TE,HOU,YeatJa20
6021,Deon Yelder,6-4,2018,2021,23-26,31,2.0,6-4,255.0,31.0,TE,KANTAM,YeldDe00
6022,Bill Yelverton,6-4,1960,1960,27,10,8.0,6-4,220.0,26.8,RDE,DEN,YelvBi20
6023,John Yezerski,6-4,1936,1936,23,9,1.0,6-4,240.0,29.2,,BKN,YezeJo20
6024,Todd Yoder,6-4,2000,2009,22-31,134,14.0,6-4,262.0,31.9,TE,JAXTAMWAS,YodeTo00
6025,Maury Youmans,6-4,1960,1965,24-29,56,37.0,6-4,251.0,30.5,DE,CHIDAL,YoumMa20
6026,Charle Young,6-4,1973,1985,22-34,187,142.0,6-4,234.0,28.5,TE,PHIRAMSEASFO,YounCh00
6027,Jack Youngblood,6-4,1971,1984,21-34,202,187.0,6-4,247.0,30.1,LDE,RAM,YounJa00
6028,Mitchell Young,6-4,1987,1987,26,1,0.0,6-4,260.0,31.6,DE,ATL,YounMi21
6029,Paul Young,6-4,1933,1933,23,2,1.0,6-4,195.0,23.7,,GNB,YounPa20
6030,Scott Young,6-4,2006,2008,25-27,14,0.0,6-4,312.0,38.0,G,CLEPHI,YounSc20
6031,Trevon Young,6-4,2018,2018,23,2,0.0,6-4,259.0,31.5,DT,LAR,YounTr00
6032,Walter Young,6-4,2003,2006,24-27,9,0.0,6-4,220.0,26.8,WR,CARPIT,YounWa00
6033,Willie Young,6-4,1971,1973,24-26,16,7.0,6-4,270.0,32.9,T,BUFMIA,YounWi22
6034,Frank Youso,6-4,1958,1965,22-29,92,80.0,6-4,257.0,31.3,RT,MINNYGOAK,YousFr20
6035,Steve Zabel,6-4,1970,1979,22-31,124,95.0,6-4,235.0,28.6,LLB,BALNWEPHI,ZabeSt20
6036,Willie Zapalac,6-4,1971,1973,23-25,33,0.0,6-4,225.0,27.4,LB,NYJ,ZapaWi20
6037,Rob Zatechka,6-4,1995,1997,24-26,47,9.0,6-4,313.0,38.1,G,NYG,ZateRo20
6038,Jerry Zawadzkas,6-4,1967,1967,21,2,0.0,6-4,220.0,26.8,TE,DET,ZawaJe20
6039,Kevin Zeitler,6-4,2012,2023,22-33,182,181.0,6-4,340.0,41.4,RG,BALCINCLENYG,ZeitKe00
6040,Connie Zelencik,6-4,1977,1977,22,14,0.0,6-4,245.0,29.8,C,BUF,ZeleCo20
6041,Coleman Zeno,6-4,1971,1971,25,2,1.0,6-4,210.0,25.6,WR,NYG,ZenoCo00
6042,Lance Zeno,6-4,1992,1993,25-26,10,0.0,6-4,279.0,34.0,C,CLEGNB,ZenoLa20
6043,Anthony Zettel,6-4,2016,2020,24-28,50,16.0,6-4,275.0,33.5,LDE,CINCLEDETNORSFO,ZettAn00
6044,Keith Zinger,6-4,2009,2009,25,15,2.0,6-4,250.0,30.4,TE,ATL,ZingKe20
6045,Jon Zogg,6-4,1987,1987,27,1,0.0,6-4,290.0,35.3,G,RAI,ZoggJo20
6046,John Zook,6-4,1969,1979,22-32,144,133.0,6-4,243.0,29.6,RDE,ATLSTL,ZookJo00
6047,Charlie Zunker,6-4,1934,1934,26,3,0.0,6-4,227.0,27.6,,CIN,ZunkCh20
6048,Jeremy Zuttah,6-4,2008,2016,22-30,131,117.0,6-4,303.0,36.9,C,BALTAM,ZuttJe20
6049,Shane Zylstra,6-4,2021,2022,25-26,17,2.0,6-4,240.0,29.2,TE,DET,ZylsSh00
6050,Bud Abell,6-3,1966,1968,26-28,40,9.0,6-3,220.0,27.5,RLB,KAN,AbelBu20
6051,Bobby Abrams,6-3,1990,1995,23-28,74,3.0,6-3,240.0,30.0,LB,CLEDALMINNWENYG,AbraBo20
6052,Delrick Abrams,6-3,2020,2020,23,3,0.0,6-3,185.0,23.1,CB,ATL,AbraDe00
6053,Steve Ache,6-3,1987,1987,25,3,0.0,6-3,229.0,28.6,LB,MIN,AcheSt20
6054,Sam Acho,6-3,2011,2019,23-31,110,57.0,6-3,259.0,32.4,LOLB,ARICHITAM,AchoSa00
6055,Bill Acker,6-3,1980,1987,24-31,55,6.0,6-3,255.0,31.9,NT,BUFKANSTL,AckeBi20
6056,Tom Ackerman,6-3,1996,2003,24-31,105,21.0,6-3,290.0,36.2,C,NORTEN,AckeTo20
6057,Chet Adams,6-3,1939,1950,24-35,117,52.0,6-3,233.0,29.1,LT,BUFCLEGNBNYYRAM,AdamCh20
6058,Darvin Adams,6-3,2011,2011,21,2,0.0,6-3,185.0,23.1,WR,CAR,AdamDa00
6059,Earnest Adams,6-3,1987,1987,28,3,0.0,6-3,226.0,28.2,LB,DET,AdamEa20
6060,John Adams,6-3,1959,1963,22-26,64,13.0,6-3,235.0,29.4,LE,CHIRAM,AdamJo00
6061,Julius Adams,6-3,1971,1987,23-39,206,158.0,6-3,270.0,33.7,RDT,NWE,AdamJu00
6062,Kris Adams,6-3,2012,2012,25,3,0.0,6-3,194.0,24.2,WR,IND,AdamKr00
6063,Neal Adams,6-3,1942,1947,23-28,52,35.0,6-3,195.0,24.4,/,BDANYG,AdamNe20
6064,Sam Adams,6-3,1994,2007,21-34,206,177.0,6-3,350.0,43.7,LDE,BALBUFCINDENOAKSEA,AdamSa00
6065,Sam Adams,6-3,1972,1981,24-33,135,121.0,6-3,256.0,32.0,LT,NORNWE,AdamSa20
6066,Mario Addison,6-3,2011,2022,24-35,170,59.0,6-3,260.0,32.5,DE,BUFCARCHIHOUINDWAS,AddiMa00
6067,Quincy Adeboyejo,6-3,2017,2017,22,1,0.0,6-3,200.0,25.0,WR,BAL,AdebQu00
6068,John Adickes,6-3,1987,1989,23-25,23,0.0,6-3,264.0,33.0,C,CHIMIN,AdicJo20
6069,Nate Adkins,6-3,2023,2023,24,10,1.0,6-3,252.0,31.5,TE,DEN,AdkiNa00
6070,McTelvin Agim,6-3,2020,2023,23-26,18,0.0,6-3,300.0,37.5,DT,DENIND,AgimMc00
6071,Ray Agnew,6-3,1990,2000,23-33,157,98.0,6-3,285.0,35.6,DT,NWENYGSTL,AgneRa20
6072,Dave Ahrens,6-3,1981,1990,23-32,130,47.0,6-3,238.0,29.7,LILB,DETINDMIASEASTL,AhreDa20
6073,Seyi Ajirotutu,6-3,2010,2015,23-28,70,2.0,6-3,211.0,26.4,WR,CARPHISDG,AjirSe00
6074,Freedom Akinmoladun,6-3,2019,2021,23-25,5,0.0,6-3,284.0,35.5,DE,CINNYJ,AkinFr01
6075,Otaro Alaka,6-3,2020,2020,24,5,0.0,6-3,239.0,29.9,LB,BAL,AlakOt01
6076,Sergio Albert,6-3,1974,1974,23,12,0.0,6-3,195.0,24.4,K,STL,AlbeSe20
6077,Lionel Aldridge,6-3,1963,1973,22-32,147,137.0,6-3,254.0,31.7,RDE,GNBSDG,AldrLi20
6078,Adonis Alexander,6-3,2018,2018,22,9,0.0,6-3,205.0,25.6,DB,WAS,AlexAd00
6079,David Alexander,6-3,1987,1996,23-32,131,115.0,6-3,275.0,34.4,T,NYJPHI,AlexDa22
6080,Glenn Alexander,6-3,1970,1970,23,13,0.0,6-3,205.0,25.6,WR,BUF,AlexGl00
6081,Mike Alexander,6-3,1989,1991,24-26,19,1.0,6-3,195.0,24.4,WR,BUFRAI,AlexMi00
6082,Mister Alexander,6-3,2011,2012,23-24,14,0.0,6-3,227.0,28.4,LB,HOU,AlexMi01
6083,Rogers Alexander,6-3,1986,1987,22-23,4,2.0,6-3,222.0,27.7,LB,NWENYJ,AlexRo22
6084,Lynwood Alford,6-3,1987,1987,24,1,0.0,6-3,220.0,27.5,LB,NYJ,AlfoLy20
6085,Mike Alford,6-3,1965,1966,22-23,25,0.0,6-3,230.0,28.7,C,DETSTL,AlfoMi20
6086,Beau Allen,6-3,2014,2019,23-28,90,16.0,6-3,327.0,40.9,DT,PHITAM,AlleBe00
6087,Brian Allen,6-3,2017,2021,24-28,20,1.0,6-3,215.0,26.9,DB,CLEPITSFO,AlleBr01
6088,Brevin Allen,6-3,2023,2023,23,2,0.0,6-3,265.0,33.1,OLB,LAC,AlleBr04
6089,Chase Allen,6-3,2017,2018,24-25,21,5.0,6-3,246.0,30.7,LB,MIA,AlleCh02
6090,Dwayne Allen,6-3,2012,2018,22-28,86,72.0,6-3,265.0,33.1,TE,INDNWE,AlleDw00
6091,Grady Allen,6-3,1968,1972,22-26,59,33.0,6-3,225.0,28.1,LLB,ATL,AlleGr20
6092,Harvey Allen,6-3,1987,1987,23,2,2.0,6-3,215.0,26.9,DB,SEA,AlleHa20
6093,Josh Allen,6-3,2014,2014,23,3,0.0,6-3,315.0,39.4,C,TAM,AlleJo00
6094,Jonathan Allen,6-3,2017,2023,22-28,101,101.0,6-3,300.0,37.5,LDE,WAS,AlleJo01
6095,Kurt Allerman,6-3,1977,1985,22-30,125,55.0,6-3,222.0,27.7,RILB,DETGNBSTL,AlleKu20
6096,Kyle Allen,6-3,2018,2023,22-27,30,19.0,6-3,210.0,26.2,QB,BUFCARHOUWAS,AlleKy00
6097,Larry Allen,6-3,1994,2007,23-36,203,197.0,6-3,335.0,41.9,LG,DALSFO,AlleLa00
6098,Lou Allen,6-3,1950,1951,26-27,24,24.0,6-3,215.0,26.9,LT,PIT,AlleLo20
6099,Roger Allen,6-3,2009,2012,23-26,6,1.0,6-3,329.0,41.1,G,STLTAM,AlleRo20
6100,Russell Allen,6-3,2009,2013,23-27,78,44.0,6-3,230.0,28.7,RLB,JAX,AlleRu00
6101,Geronimo Allison,6-3,2016,2021,22-27,49,15.0,6-3,202.0,25.2,WR,DETGNB,AlliGe01
6102,Henry Allison,6-3,1971,1977,24-30,55,11.0,6-3,255.0,31.9,T,DENPHISTL,AlliHe20
6103,Kiko Alonso,6-3,2013,2019,23-29,86,67.0,6-3,239.0,29.9,LLB,BUFMIANORPHI,AlonKi00
6104,Gerald Alphin,6-3,1990,1991,26-27,16,0.0,6-3,220.0,27.5,WR,NOR,AlphGe20
6105,Jim Althoff,6-3,1987,1987,26,4,3.0,6-3,278.0,34.7,DT,CHI,AlthJi20
6106,Tyson Alualu,6-3,2010,2023,23-36,193,114.0,6-3,304.0,38.0,DL,DETJAXPIT,AluaTy99
6107,Lyle Alzado,6-3,1971,1985,22-36,196,195.0,6-3,255.0,31.9,RDE,CLEDENRAI,AlzaLy00
6108,Eugene Amano,6-3,2004,2011,22-29,124,68.0,6-3,300.0,37.5,C,TEN,AmanEu20
6109,George Amundson,6-3,1973,1975,22-24,29,5.0,6-3,215.0,26.9,RB,HOUPHI,AmunGe00
6110,Bradlee Anae,6-3,2020,2021,22-23,11,0.0,6-3,260.0,32.5,DE,DAL,AnaeBr00
6111,Art Anderson,6-3,1961,1963,25-27,41,26.0,6-3,244.0,30.5,LT/RT,CHIPIT,AndeAr21
6112,Bill Anderson,6-3,1958,1966,22-30,98,65.0,6-3,211.0,26.4,LE,GNBWAS,AndeBi00
6113,Chet Anderson,6-3,1967,1967,22,14,1.0,6-3,245.0,30.6,TE,PIT,AndeCh00
6114,Dunstan Anderson,6-3,1994,1997,24-27,10,1.0,6-3,260.0,32.5,DE,ATLMIA,AndeDu20
6115,Gary Anderson,6-3,1977,1980,22-25,21,3.0,6-3,253.0,31.6,G,DETNORWAS,AndeGa20
6116,John Anderson,6-3,1978,1989,22-33,146,141.0,6-3,226.0,28.2,LOLB,GNB,AndeJo20
6117,Ken Anderson,6-3,1999,1999,24,2,0.0,6-3,310.0,38.7,DT,CHI,AndeKe20
6118,Liam Anderson,6-3,2023,2023,23,1,0.0,6-3,226.0,28.2,LB,IND,AndeLi00
6119,Robbie Chosen,6-3,2016,2023,23-30,120,86.0,6-3,185.0,23.1,WR,ARICARMIANYJ,AndeRo04
6120,Stephen Anderson,6-3,2016,2023,23-30,81,12.0,6-3,230.0,28.7,TE,ARIHOULAC,AndeSt01
6121,Tim Anderson,6-3,2004,2007,24-27,43,17.0,6-3,304.0,38.0,DT,ATLBUF,AndeTi20
6122,Al Andrews,6-3,1970,1971,25-26,22,10.0,6-3,216.0,27.0,LB,BUF,AndrAl20
6123,David Andrews,6-3,2015,2023,23-31,120,117.0,6-3,300.0,37.5,C,NWE,AndrDa00
6124,George Andrews,6-3,1979,1984,24-29,80,58.0,6-3,226.0,28.2,LB,RAM,AndrGe20
6125,Jake Andrews,6-3,2023,2023,24,16,1.0,6-3,308.0,38.5,C,NWE,AndrJa00
6126,John Andrews,6-3,1972,1974,24-26,23,2.0,6-3,227.0,28.4,TE,BALSDG,AndrJo00
6127,Joe Andruzzi,6-3,1998,2006,23-31,122,103.0,6-3,315.0,39.4,LG,CLEGNBNWE,AndrJo21
6128,Mark Anelli,6-3,2002,2002,23,2,0.0,6-3,265.0,33.1,TE,SFO,AnelMa20
6129,Bryan Anger,6-3,2012,2023,24-35,193,0.0,6-3,202.0,25.2,P,DALHOUJAXTAM,AngeBr00
6130,Jim Angelo,6-3,1987,1987,24,1,0.0,6-3,275.0,34.4,G,PHI,AngeJi20
6131,Eli Ankou,6-3,2017,2023,23-29,34,3.0,6-3,325.0,40.6,DT,ATLBUFCLEDALJAXTEN,AnkoEl00
6132,Jason Ankrah,6-3,2014,2014,23,2,0.0,6-3,262.0,32.7,LB,HOU,AnkrJa00
6133,Stephone Anthony,6-3,2015,2019,23-27,62,20.0,6-3,245.0,30.6,MLB,MIANOR,AnthSt00
6134,Alex Anzalone,6-3,2017,2023,23-29,85,67.0,6-3,238.0,29.7,LB,DETNOR,AnzaAl00
6135,Antwan Applewhite,6-3,2008,2012,23-27,48,17.0,6-3,246.0,30.7,LB,CARSDG,ApplAn99
6136,Scott Appleton,6-3,1964,1968,22-26,70,50.0,6-3,260.0,32.5,LDE,HOUSDG,ApplSc20
6137,Fred Arbanas,6-3,1962,1970,23-31,118,116.0,6-3,240.0,30.0,TE,DTXKAN,ArbaFr00
6138,Charles Arbuckle,6-3,1992,1995,24-27,42,9.0,6-3,248.0,31.0,TE,IND,ArbuCh00
6139,Tony Ardizzone,6-3,1979,1979,23,16,0.0,6-3,240.0,30.0,C,CHI,ArdiTo20
6140,Billy Ard,6-3,1981,1991,22-32,148,123.0,6-3,265.0,33.1,LG,GNBNYG,ArdxBi20
6141,Phil Armour,6-3,2000,2000,24,3,0.0,6-3,315.0,39.4,C,IND,ArmoPh20
6142,Harvey Armstrong,6-3,1982,1990,23-31,111,29.0,6-3,265.0,33.1,NT,INDPHI,ArmsHa20
6143,Quincy Armstrong,6-3,1954,1954,26,2,1.0,6-3,230.0,28.7,C,CLE,ArmsQu20
6144,Ray-Ray Armstrong,6-3,2013,2020,22-29,86,12.0,6-3,220.0,27.5,DB,CLEDALNORNYGOAKSEASFOSTL,ArmsRa01
6145,Jim Arneson,6-3,1973,1975,22-24,33,3.0,6-3,247.0,30.9,G,DALWAS,ArneJi20
6146,David Arnold,6-3,1989,1989,23,15,0.0,6-3,208.0,26.0,DB,PIT,ArnoDa20
6147,LeFrancis Arnold,6-3,1974,1974,22,2,0.0,6-3,245.0,30.6,G,DEN,ArnoLe20
6148,Walt Arnold,6-3,1980,1987,22-29,105,48.0,6-3,228.0,28.5,TE,HOUKANRAMWAS,ArnoWa00
6149,Doug Aronson,6-3,1987,1987,23,2,0.0,6-3,293.0,36.6,G,CIN,AronDo20
